TCS-0346	specialized_model	Negative contractible marked walks on a genus-two surface isolate a narrow topological routing variant; the saved motivation does not establish a sufficiently broad computational consequence for this selection.
TCS-0351	specialized_model	The minimum-weight perfect-matching problem with odd red-edge parity adds a particular global side constraint; its surface-cut and matroid applications do not make this variant a priority alongside general matching barriers.
TCS-0374	vague_direction	Congruent polygon pieces combine perfect coverability and leftover-area optimization without one selected target; the research direction is a specialized geometric dissection problem.
TCS-0399	specialized_model	The near-quadratic union-boundary question for fat three-dimensional objects is a specialized geometric complexity bound, below the intended breadth of this candidate pool.
TCS-0440	refinement	Beating meet-in-the-middle for the partial-Maltsev constraint family refines an exponential-time bound within a particular algebraic SAT restriction.
TCS-0445	refinement	SETH bounds for partial-near-unanimity SAT seek an exponent classification for a particular partial-operation constraint family, rather than a broad satisfiability barrier.
TCS-0446	refinement	Sub-base-two algorithms for symmetric Boolean constraints are an exponential-time refinement for an algebraically restricted CSP family, insufficiently central for this selection.
TCS-0471	specialized_model	Reporting intersections within half-plane queries combines a specific geometric output task and query shape; improvements would primarily serve that data structure.
TCS-0497	specialized_model	Determinacy of path queries from unions of path views specializes the general view-determinacy problem to a particular query/view combination.
TCS-0526	refinement	The target concerns the sublinear degree term for fractional maximal matching with an additional log-star term, a fine resource refinement of one distributed relaxation.
TCS-0544	specialized_model	Subquadratic total activation time with polylogarithmic arbitrary-pair queries in a fixed plane digraph is a specialized dynamic reachability benchmark with several simultaneous restrictions.
TCS-0566	specialized_model	Memory bounds for subgame-perfect reachability equilibria on infinite arenas add equilibrium preservation and arena-independent memory requirements to a particular game setting.
TCS-0568	specialized_model	Coalition-resistant subgame-perfect equilibria for omega-regular graph games combine two strengthened equilibrium requirements; this specialized equilibrium direction lacks a sufficiently broad consequence in the saved motivation.
TCS-0574	specialized_model	Exact winning-strategy memory for prefix-regular reachability objectives is a focused controller-memory classification within graph games.
TCS-0592	refinement	Reducing a polylogarithmic treewidth bound to logarithmic for t-clean graphs of logarithmic degree is a restricted structural bound refinement.
TCS-0595	specialized_model	Two anticomplete paths with unrestricted pairing of four terminals are a small induced-routing variant; the saved induced-minor connection does not lift it above the current fundamentality cutoff.
TCS-0612	method_restriction	The order-comparison restriction on tuple-label decoders turns reachability into a study of a particular representation mechanism and its decoder families.
TCS-0613	specialized_model	Regular-language-constrained linear extensions combine precedence ordering with a fixed finite-state condition, a specialized scheduling/logic classification.
TCS-0623	specialized_model	Strictness of the iterated stack-and-counter valence-system hierarchy concerns a specialized storage-composition formalism rather than a broadly used complexity-class separation.
TCS-0701	specialized_model	Adaptation to unknown heavy-tail exponents and moment bounds is a refined bandit information model; the saved question also bundles the effect of additional assumptions.
TCS-0709	specialized_model	Finite-horizon instance optimality under stochastic feedback graphs combines several fine learning-model requirements, with consequences concentrated in that observation regime.
TCS-0710	specialized_model	Optimal regret specifically for noise-free kernel bandits narrows black-box optimization to a particular function class and feedback regime.
TCS-0720	method_restriction	The requested black-box transfer from adaptive online gradients to nonconvex stationarity is a method-construction direction rather than a fixed general optimization limit.
TCS-0726	method_restriction	The heavy-tailed restricted-eigenvalue question targets a particular sufficient recovery condition under small-ball assumptions, rather than the attainable estimation guarantees themselves.
TCS-0751	vague_direction	Counting forests with few components is a narrow counting direction whose saved target leaves the graph, spanning convention and parameterized guarantee unselected.
TCS-0756	specialized_model	Optimizing three disjoint routes is a fixed-size routing variant; its saved formulation does not demonstrate consequences extending beyond that variant.
TCS-0762	vague_direction	The weighted low-rank FPT entry leaves the error norm, parameter, accuracy and weight promises open, so it describes a specialized research direction rather than one selected consequential problem.
TCS-0773	refinement	Near-linear many-terminal surface routing seeks a faster algorithm within a topologically restricted path problem, without a broader barrier identified in the saved motivation.
TCS-0785	specialized_model	A parity-preserving reduction from Set Cover to SAT is a particular counting-reduction link, with its intended quantitative overhead and broader consequence unspecified.
TCS-0878	specialized_model	Modularity of total termination for disjoint duplicating rewrite systems is a focused closure property of a strengthened termination notion.
TCS-0934	specialized_model	Equal-length scheduling with windows is a restricted scheduling variant; the saved direction does not select a machine model or objective with a broader consequence.
TCS-0944	refinement	The square-root pass-space product for slightly-better-than-half Max-Cut approximation tightens one streaming tradeoff beyond a cube-root bound.
TCS-0948	specialized_model	Removing advance count knowledge from multi-pass H-subgraph approximation adds an adaptation requirement to a specific streaming estimation task.
TCS-0960	specialized_model	One-pass approximation hardness for submodular matching maximization combines matching, a diminishing-returns objective and streaming access in a specialized variant.
