0070	Prefix diversity bounds for Boolean languages	Meze jedné pomocné míry jazyků mají menší dosah než obecné obvodové a formulové dolní meze; v záznamu není uveden zásadní důsledek pro ně.
0299	Direct sum of the fork relation	Přímý součet jedné konkrétní relace je užší než obecné direct-sum a kompoziční otázky, které oblast reprezentují lépe.
1172	Subgroups collapsing under variable identifications	Klasifikace podgrup při určených substitucích je pomocný algebraický krok jedné metody obvodových dolních mezí; samotné dolní meze mají přednost.
1556	Quantum time against a PSPACE-random permutation	Separace kombinuje konkrétní náhodné orákulum, lineární nedeterminismus a přesný časový režim; standardní kvantově-klasické separace jsou zásadnější.
1953	NP membership of a temporal QCSP fragment	Členství v NP pro konkrétní ππ fragment časových struktur je dílčí případ klasifikace QCSP, nikoli hlavní dichotomická otázka.
2213	Transversal hardness of Roman hitting extensions	Vazba tvrdosti na jednu rozšiřovací variantu Roman hitting funkcí je příliš specifická vůči obecnému hitting set a enumeraci transverzál.
2329	Recognizing cross-free 1-planar drawings	Dodatečný zákaz jednoho typu křížení vytváří úzkou variantu rozpoznávání 1-planárnosti; obecné realizační bariéry mají přednost.
2418	Branchwidth hardness on cubic graphs	Tvrdost po omezení stupně na tři je klasifikační doplnění; obecná složitost šířkových parametrů je pro atlas důležitější.
2517	Computing convex rank of a sequence	Jde o výpočet pomocného parametru navrženého pro skoro konvexní konvoluce, nikoli obecnou bariéru konvoluce nebo obvodové složitosti.
2613	The hunter number with recontamination	Složitost jedné grafové hry se zvláštními pravidly opětovné kontaminace má menší dosah než základní paměťové a vyhledávací bariéry.
2645	Sweeping-line block pushing	Neoznačené bloky, řídký počátek a kompaktní cíl vymezují specifické puzzle; obecné plánování pohybu má přednost.
2762	Dominating and independent sets on degree-three proximity graphs	Současná omezení geometrické reprezentace a stupně tvoří zbytkové speciální případy dvou standardních grafových úloh.
3026	Linear pseudodeterministic query bounds for FIND1 and SC	Zpřesňuje dolní meze dvou testovacích úloh v jednom modelu; obecné separace pseudodeterminismu a náhody mají větší význam.
3235	Other lower bounds from black-box hypotheses	Neurčuje hypotézu ani cílovou dolní mez; je to výzva k dalším aplikacím výzkumné metody.
3288	Covering multigraphs without semi-edges	Hledá dvojici grafů se specifickým rozdílem ve složitosti pokrytí; jde o úzkou klasifikaci jednoho reprezentačního formalismu.
3644	Orientation width versus negation width	Porovnává dvě pomocné míry obvodů bez určeného cílového vztahu; hlavní dolní meze pro obvody s omezenou negací mají přednost.
3765	Coloring claw-free graphs of bounded diameter	Kombinace zákazu drápu a omezeného průměru je další restrikční větev klasifikace barvení, ne hlavní barvicí bariéra.
3809	Low-space strategies in generalized mirror games	Paměťová složitost hry při zvláštních počtech tahů obou hráčů je příliš modelově specifická proti obecným prostorovým separacím.
3967	Interesting logics between FPR and P	Hledání „zajímavých“ mezilehlých logik nemá jednoznačné kritérium úspěchu; konkrétní otázky zachycení P jsou silnější kandidáti.
3985	Geodesic obstacle representations with a given host graph	Tvrdost realizace v zadané hostitelské metrice je specializovaná varianta geometrického rozpoznávání.
4013	Maximum-area anchored rectangle packing hardness	Ukotvené obdélníky představují úzký balicí model; obecné geometrické packingové a aproximační hranice mají přednost.
4160	Two-level majority with fan-in n minus two	Řeší velmi konkrétní deficit fan-inu u dvouvrstvého výpočtu majority. Obecné prahové obvodové bariéry zůstávají důležitější.
4226	Recognizing Stable(D) at a degree threshold	Tvrdost jedné téměř bipartitní grafové třídy při přesném stupňovém prahu je dílčí klasifikační případ.
4361	A logical hierarchy inside a counting fragment	Převádí jednu obvodovou hierarchii do specifického logického počítacího fragmentu; jde o lokální korespondenci formalismů.
4418	Two-truth-table autoreducibility of NP-complete sets	Přesně dvoudotazová autoredukovatelnost je jemná strukturální vlastnost redukcí; obecná NP-izomorfie a seberedukovatelnost mají přednost.
4543	XP algorithms for b-Chromatic Number	Parametrizovaná složitost varianty barevnosti s dominantními vrcholy je užší než hlavní grafové a parametrizované algoritmické problémy.
4641	Subexponential local search for fill-in	Subexponenciální závislost na velikosti lokální změny řeší jednu variantu zlepšování fill-inu; obecné triangulační a šířkové bariéry jsou zásadnější.
5174	Matching cuts on H-subgraph-free graphs	Úplná klasifikace dvou úloh přes zakázaný podgraf je rozsáhlý program, ale převážně soubor restrikčních případů, nikoli jedna hlavní otázka.
5175	Structure of maximum nonclashing teaching classes	Hledá blíže neurčené společné vlastnosti speciálních extremálních výukových tříd; cílová charakterizace ani zásadní důsledek nejsou určeny.
5344	Internal characterization of GMSNP containment complexity	Požadavek odvodit složitost „uvnitř“ určitého formalismu omezuje metodu důkazu; samotná sémantická otázka containmentu je významnější.
5366	A natural geometric measure of space complexity	Přirozenost míry není formálně určena. Jde o návrh vhodného popisu výpočtu, nikoli jeden rozhodnutelný matematický cíl.
5455	Is hardness magnification a plausible route to P versus NP?	Posuzování slibnosti výzkumné cesty není pravdivostní matematický problém. Konkrétní magnifikační věty a dolní meze jsou vhodnější položky.
5489	Max Cut on unit interval graphs — second record	Stejnou otázku polynomiální řešitelnosti versus NP-tvrdosti již výslovně obsahuje TCS-3105; tento záznam nepřidává další problém.
5521	Hardness of H-clique-width outside trivial cases	Vymezení výjimek jako „podobně triviálních“ neudává uzavřenou domněnku; navíc jde o klasifikaci odvozeného šířkového parametru.
5561	Infinitely-often linear Sigma2 circuits in an oracle world	Kombinuje relativizaci, nekonečně mnoho délek a přesně lineární obvody; hlavní nerelativizované obvodové separace mají přednost.
5789	Truth-table completeness without bounded autoreducibility	Jde o jemné rozlišení několika redukčních režimů uvnitř NP-úplnosti, nikoli o hlavní bariéru úplnosti nebo izomorfie.
5844	A 2^n algorithm for b-Chromatic Number	Dorovnává exponenciální základ u varianty barevnosti; obecné přesné algoritmické bariéry pro standardní úlohy mají větší význam.
5963	NP-complete classes of homomorphism reconstruction	Formulace hledá nějakou třídu s tvrdostí bez konkrétní významné rodiny; pro samostatný top problém je cílový rozsah neurčený.
6065	A satisfying theory of TFPSPACE	Ucelená teorie může být velmi důležitá, ale „satisfying theory“ nemá jedno kritérium vyřešení; jde o výzkumný program.
6102	MAP lower bounds for Permutation	Optimalita důkazů blízkosti pro jedinou testovací vlastnost je užší než obecná síla a separace proximity proof modelů.
6167	Elimination distance to bounded degree with mixed parameters	Kombinuje eliminaci, cílový stupeň a vstupní maximální stupeň; je to specifická parametrická varianta obecnějších vzdálenostních problémů.
6698	Improve directed-reachability space or its time-space tradeoff	Zastřešující dvojice směrů se překrývá s L versus NL v TCS-0004 a polynomiálně časovým polylogaritmickým prostorem v TCS-6817; samostatné místo nepřidávám.
6822	Explicit functions with strong general circuit lower bounds	Obecný požadavek silných mezí již zastupují konkrétní cíle TCS-0015, TCS-0016 a TCS-0021; tento záznam neudává další odlišný práh.
6975	The GCT LP/integer-feasibility correspondence	Je to konkrétní technický pilíř navrženého GCT programu; pro atlas mají přednost hlavní separační a obstrukční otázky před každým krokem jedné strategie.
6976	Feasibility algorithms for GCT polytopes	Kombinuje hledání algoritmu s univerzální proveditelností objektů jedné důkazové strategie; samostatně by rozmělňoval hlavní GCT problém do metodických podúkolů.
