0103	Relative degree for rational series	Zkoumá odvozenou míru racionálních řad; obecná ekvivalence, nulovost a determinace vážených automatů mají podstatně větší dosah.
0108	Extending asynchronous binary-session subtyping	Záznam požaduje rozšíření konkrétního subtypovacího formalismu; obecné hranice rozhodnutelnosti asynchronních protokolů jsou silnější cíle.
0119	Completing partial DFAs to synchronizing DFAs	Volba chybějících přechodů je specializovaná konstrukční varianta synchronizace; obecná délka resetovacích slov má větší prioritu.
0132	Program synthesis for unambiguous devices	Bez vymezení specifikace, zařízení a cílové rozhodnutelnosti jde o zastřešující syntézní směr, nikoli jednu otázku.
0142	Regular antichains inside iterated regular languages	Kombinuje regularitu, antichain podmínku a jazykovou iteraci; jde o úzkou uzávěrovou konstrukci proti hlavním automata-theoretic bariérám.
0153	SafeLTL	Samotný název logiky neudává vlastnost, problém ani cílovou složitost; nelze mu přidělit samostatnou prioritu za význam širší oblasti.
0160	Problems inspired by Dejean's conjecture	Zastřešuje několik neurčených navazujících otázek; není to jeden nezávislý problém s kritériem vyřešení.
1194	Register complexity of discounted-sum monitoring	Přesný počet registrů při kombinaci parametrů jednoho monitorovacího modelu je dílčí zdrojová optimalita.
1388	Characterizing the UDynSigma1 fragment	Jde o konkrétní zbývající fragment dynamické logiky; obecné udržování jazyků a hlavní logické charakterizace mají přednost.
1401	Efficient decomposition of aperiodic languages	Uložená otázka neudává cílovou složitost ani požadovanou podobu rozkladu; jde o obecné zlepšení jedné transformační techniky.
1545	Characterizing V-intersections in automatic relations	Pro libovolnou jazykovou třídu žádá soubor charakterizací; tento parametrizovaný program není jedna hlavní konkrétní domněnka.
1546	Separating two automatic complexities on one word	Hledá svědka nerovnosti dvou jemně odlišených měr automatické složitosti; hlavní stavové a transformační mezery mají větší dosah.
1655	State passing in lexicographic transductions	Testuje, zda jedna přidaná konstrukce překročí regularitu; jde o lokální expresivní kontrolu nového formalismu.
1672	Depth-one lambda-transducers and MSO compositions	Přesná korespondence několika omezených transdukčních konstrukcí je technická klasifikace, nikoli obecná ekvivalenční nebo rozhodnutelnostní bariéra.
1816	The best language for factorized query results	„Nejlepší“ reprezentační jazyk není určen podle velikosti, času či operací; jde o návrh modelu, ne uzavřenou matematickou otázku.
1994	Two-clock execution-time opacity variants	Zbývající případy jedné opacity analýzy kombinují počet hodin a parametrické časování; obecné timed-automata bariéry mají přednost.
2090	Recognizing unary primes with positive backreferences	Jedna konkrétní aritmetická testovací řeč v omezené regex syntaxi je užší než obecná síla a rozhodovací složitost backreferences.
2435	An MSO fragment for positive nominal automata	Hledá syntaktické zachycení jedné pozitivní podtřídy datových jazyků; obecná logická definovatelnost nad nekonečnými abecedami je širší.
2497	Lower bounds for sweeping-vectorial circuits	Dolní mez se týká specifického pomocného obvodového modelu; hlavní automatové transformační a obecné obvodové bariéry mají přednost.
2755	Optimal thin rectangles in noncooperative tile automata	Přesné stavové náklady jednoho tvaru v jednom self-assembly modelu jsou příliš specializované.
2922	Learning visibly pushdown automata by copying stacks	Omezuje přístup k zásobníku na kopírování mezi běhy; jde o další variantu učicího rozhraní pro jednu třídu automatů.
3078	Separating EK from BAK keyboards	Separace dvou tříd nového klávesnicového výpočetního modelu má menší prioritu než standardní automaty a jejich hlavní ekvivalenční problémy.
3086	Fixed-k origin-close tree-transducer equivalence	Ekvivalence při konkrétně omezeném původu výstupu je užší než obecná ekvivalence stromových transduktorů, kterou ponechávám.
3179	Ordered-algebra categories as varieties	Abstraktní kategoriální charakterizace má slabší přímý výpočetní cíl než hlavní rozhodnutelnostní problémy jazykových variet.
3371	Nonelementary synchronization complexity of DPBCAs	Dorovnává složitost specificky omezené zásobníkové synchronizace; obecná synchronizace a základní pushdown rozhodnutelnost mají přednost.
3606	Two-way Parikh-automaton succinctness	Přesné exponenciální zhuštění jedné odvozené třídy je menší cíl než hlavní dvoucestná determinace automatů.
3607	Affine cyclic proofs and subsequential transductions	Rovnost v afinním fragmentu propojuje dva formalismy; jde o dílčí reprezentační korespondenci.
3611	Automaton semigroups with fraction-group envelopes	Zbývající případ je vymezen další algebraickou vlastností obalové grupy; obecné rozhodovací problémy automatových grup a semigrup mají přednost.
3674	Minimal timeline planning with one or two variables	Pevný malý počet stavových proměnných v jedné silně minimální plánovací variantě je příliš úzký zbytkový případ.
