0325	Strongly hyperbolic uniform disk graph recognition	Rozpoznávání kombinuje uniformní disky s dalším silným hyperbolickým omezením; obecné rozpoznávání geometrických průnikových grafů má větší dosah.
0329	Sub-alpha-complexes in high dimension	Záznam vymezuje specializovanou variantu geometrického komplexu, ale nehlavní bariéru rekonstrukce či persistence; bez takového spojení mu nedávám samostatné místo.
0332	Turning planar triangulations inside out	Specifická transformační operace je užší než obecná dosažitelnost a vzdálenost v grafech triangulací, které zůstávají zastoupené.
0336	Largest precise subset	Optimalizuje zvláštní model zpřesňování neurčitých bodů; obecná robustní geometrie má větší význam než tato konkrétní výběrová úloha.
0341	Expected volume of a stochastic bounding box	Výpočet očekávaného objemu jednoho obalového objektu je specializovaná statistickogeometrická úloha; nepředstavuje hlavní bariéru pravděpodobnostní geometrie.
0345	Recognizing perfect plane grid embeddings of trees	Dodatečná dokonalost a mřížka z této úlohy dělají úzkou variantu kreslení stromů; obecné geometrické realizace mají přednost.
0347	Perfect plane grid embeddings of subcubic trees	Ještě omezuje předchozí otázku na stromy stupně nejvýše tři; samostatná položka by přeceňovala jediný model vkládání.
0352	Motion planning with symmetric disconnected direction cones	Zkoumá jednu neobvyklou sadu směrových omezení. Obecné plánování pohybu a koordinace robotů jsou pro výběr zásadnější.
0358	Two-edge-colorings minimizing geometric crossings	Optimalizace jednobarevných křížení při právě dvou barvách je vedlejší varianta geometrického kreslení, bez doloženého širšího algoritmického důsledku.
0361	Minimum k-dimensional cut of a polytope	Samotný indexový název nevymezuje, co se minimalizuje ani jak je řez zadán; nedává samostatnou hodnotitelnou bariéru oproti standardním polyedrickým problémům.
0364	Stability of topological graph signatures	Není určena signatura, perturbace ani požadovaná stabilita. Důležité téma topologické stability tu vystupuje jako neurčený výzkumný směr.
0368	Self-approaching networks on planar point sets	Dodatečný požadavek samopřibližování vymezuje specifický síťový model; obecné geometrické spannery a navigace mají přednost.
0372	Slicing axis-parallel rectangles	Izolovaná úloha dělení osově rovnoběžných obdélníků nemá v záznamu doloženou vazbu na zásadní aproximační či složitostní bariéru.
0383	Reflexivity of point sets	Jde o specifickou extremální charakteristiku polygonalizací; základní problémy triangulací, viditelnosti a spannerů mají větší dosah.
0390	Lines tangent to four unit balls	Přesná geometrie tečen ke čtyřem shodným koulím je konečná speciální konfigurace; obtížnost sama jí nezajišťuje místo mezi hlavními TCS problémy.
0393	Volume-maximizing convex shape	Chybějí přípustné tvary i omezující podmínky, takže název sám nevymezuje jednu optimalizační otázku pro atlas.
0426	Monotonicity of Euclidean metric magnitude	Domněnka o konkrétním metrickém invariantu má slabší přímý výpočetní dosah než vložitelnost, distorze a algoritmy nad metrikami.
0438	Pattern matching on braids	Jde o specifickou kombinatorickou reprezentaci a operaci hledání vzoru; obecné algoritmické problémy grup a řetězců mají přednost.
0439	Polygon-contact representations in 3D	Klasifikace jednoho kontaktního modelu je užší než obecné otázky geometrické realizovatelnosti grafů a jejich složitosti.
1065	Connected convex RCC8 inference	Kombinuje konkrétní prostorový kalkul s konvexitou a souvislostí. Pro top 1000 je to příliš úzká varianta existenční reálné složitosti.
1070	Crossing-free directional-walk realizability	Tvrdost specifické reprezentace směrových procházek má nižší prioritu než základní realizační problémy orientovaných matroidů a geometrických grafů.
1071	Crossing thresholds for pseudosegment stretchability	Hledá přesný práh dodatečného omezení křížení v již ústřední realizační úloze; jde o jemnou hranici speciálního případu.
1073	Boundary-only guarding hardness	Omezení stráží na hranici vytváří variantu art gallery. Obecné střežení a jeho aproximační složitost mají přednost před další polohovou restrikcí.
1076	Hyperbolic convex-set intersection graph recognition	Přenáší rozpoznávání průnikových grafů do hyperbolického prostředí; samostatný hlavní důsledek této geometrické varianty není doložen.
1080	Exists-R hardness of plane covers in 3D	Zařazení jedné konkrétní pokrývací úlohy do existenční reálné složitosti je menší cíl než základní struktura samotné třídy a hlavní realizační problémy.
1155	Linear-time SSSP for thick cubical neighborhood systems	Lineární čas pro specifickou geometrickou rodinu je užitečný, ale obecné nejkratší cesty a hlavní geometrické grafové modely mají větší prioritu.
1222	Approximating Small GD-Cover	Aproximace pokrytí polygonu geodetickými jednotkovými koulemi je úzce definovaná pokrývací varianta; obecné geometrické pokrývání je silnější kandidát.
1289	Minimum-sum two-watchman routes	Přesně dva hlídači a součtová účelová funkce vymezují dílčí variantu hlídkových tras, nikoli obecnou hranici plánování nebo střežení.
1323	Stretch windows for bichromatic spanners	Doplňuje meze v určitých intervalech stretch parametru barevně omezených spannerů; obecná existence řídkých geometrických spannerů má přednost.
1359	Step 3 of a hyperbolic-manifold census	Úplnost konkrétního kroku katalogizačního postupu je implementačně-metodická otázka; obecné rozpoznávání a homeomorfismus variet jsou zásadnější.
