0979	Modeling distributed computation	Samotné modelování oblasti není jedna vymezená otázka. Konkrétní separace modelů a zdrojové dolní meze atlas již obsahuje.
0961	Clifford-algebra applications in graph streams	Hledání aplikací konkrétní algebraické techniky je výzkumný směr; neurčuje grafovou úlohu ani cílovou prostorovou mez.
0971	Graph frequency vectors	Název označuje reprezentaci dat, ale nepožadovanou operaci, chybu nebo zdrojovou hranici; není z něj samostatný hodnotitelný problém.
0972	Rank lower bound	Bez určení matice, modelu nebo požadované meze nelze odlišit tuto položku od řady zásadních, ale již konkrétně zastoupených rankových otázek.
0999	The massive unordered distributed-data model	Záznam představuje výpočetní model místo jedné otázky o jeho síle; do benchmarku mají patřit přesné separace a algoritmické cíle.
1244	Streaming four length-three permutation patterns	Čtveřice konkrétních vzorů a odmocninová prostorová mez tvoří úzký případ; obecná klasifikace streamingových vzorů má přednost.
1417	Catalytic exact heavy hitters in constant passes	Kombinuje katalytickou paměť, přesnost a konstantní počet průchodů; standardní heavy-hitters a katalytické prostorové bariéry jsou zásadnější.
1772	Definition principles linking output length to time	Hledání definic pro jednu koinduktivní reprezentaci neudává tvrzení ani cílovou složitost; jde o návrh formalismu.
1779	Faster radio MIS at optimal energy	Žádá další zrychlení při pevné energetické záruce v modelu s detekcí kolizí; hlavní MIS a radio-network bariéry mají přednost.
1834	Gossip time with optimally short labels	Optimalita času při přesně omezené délce dodatečných značek je specifický kompromis jednoho rádiového modelu.
1937	Log-k optimality of colorability certificates	Přesná závislost certifikátu na počtu barev je jemnější než obecná síla a prostorová složitost distribuovaných důkazů.
2117	Termination of content-oblivious ring leader election	Nemožnost ukončení je vázána na obsahovou slepotu a neorientovaný kruh; obecné leader-election bariéry mají větší dosah.
2235	Light colors for crash-tolerant robot exploration	Minimalizace světelných stavů robotů na kruhu při optimálním počtu agentů je vysoce specializovaný robotický model.
2469	Finite-memory stabilization of FGC and FR	Kombinuje anonymitu, dynamickou nesouvislost a neznámý časový parametr; jde o konkrétní režim dvou síťových úloh.
2632	Some cost of the consensus binding property	Otázka ani nevolí měřený zdroj. Hledání nějaké ceny vlastnosti není jedna přesně stanovená konsenzuální bariéra.
2902	Streaming distance to a fixed number of cliques	Vzdálenost k právě danému počtu klik je specifická parametrická grafová úloha, nikoli hlavní streamingový problém.
2945	Optimal line formation by population protocols	Dorovnává čas jedné self-assembly konstrukce; obecná výpočetní síla a hlavní časoprostorové bariéry population protocols mají přednost.
2998	Testable nonsymmetric cellular rules without shift convergence	Hledá příklad splňující několik zvláštních dynamických a testovacích podmínek; obecná testovatelnost dynamických systémů je širší.
3020	A stencil separating visible rank over every field	Konkrétní matriční vzor je pomocnou konstrukcí pro jednu rankovou míru; obecné rankové a kódové bariéry mají větší význam.
3240	P-completeness of a power-circuit Baumslag word problem	Závisí na konkrétní grupě a komprimovaném kódování vstupu; obecná paralelní složitost algebraických úloh má přednost.
3245	Gatherable initial configurations on an asynchronous torus	Klasifikace startovních konfigurací v jednom robotickém prostoru je příliš modelově specifická pro tento výběr.
3305	Inclusions among weak asynchronous subclasses	Porovnává konkrétní kombinace slabé detekce a férovosti; hlavní separace synchronních, asynchronních a paměťových modelů jsou zásadnější.
3320	Adding yesterday to a local trace temporal logic	Expresivita po přidání jedné modality do konkrétní trace logiky je dílčí formalistická otázka.
3353	Unary-filter SO-CEL versus MSO	Rovnost jednoho event-recognition jazyka s MSO při unárních filtrech je úzká expresivní klasifikace.
3375	FPT of a globally congested disjoint-path relaxation	Parametrická složitost jedné relaxace cest s fixovaným dodatečným parametrem má menší dosah než hlavní disjoint-paths otázky.
3468	Optimal-agent polynomial-time grid exploration	Souběh minimálního počtu agentů a polynomiálního času ve vysokodimenzionální mřížce je specifický robotický kompromis.
3521	Time complexity of uniform population bipartition	Jedna vyrovnávací úloha v modelu libovolného komunikačního grafu má menší samostatný význam než obecná efektivita populačních výpočtů.
3612	One-round dynamic triangle-membership bandwidth	Přesně jedno kolo, membership výstup a pouze vkládání hran tvoří úzkou dynamickou variantu detekce trojúhelníků.
3640	Checking condition SC for local-broadcast consensus	Jde o algoritmické ověření pomocné grafové podmínky jednoho konsenzuálního modelu; hlavní odolnostní hranice mají přednost.
3774	Uniform k-partition under weak fairness	Rozdělení populace při konkrétní férovosti je další specializovaná úloha; pro hlavní výběr má nižší prioritu než obecné časoprostorové charakterizace.
3972	Superlinear certificate scaling for diameter	Optimalizuje škálování konkrétního proof-labeling schématu v podmíněném režimu růstu okolí; obecná distribuovaná certifikace má přednost.
3983	Tradeoffs for Byzantine robot gathering	Poměr vadných robotů, čas a globální znalost tvoří několik otevřených směrů v jednom specifickém modelu, nikoli jednu hlavní otázku.
4118	Face-to-face evacuation of an equilateral triangle	Přesný čas evakuace jednoho tvaru při zvláštním způsobu komunikace je geometrická hledací hádanka s omezeným širším dosahem.
4120	Exact state bounds for population bipartition	Dorovnává počet stavů jedné rozdělovací úlohy; další samostatné místo vedle obecných population-protocol bariér mu nedávám.
4145	Certifying stretch-three name-independent routing	Kombinuje konkrétní stretch, velikost tabulek a požadavek certifikovatelnosti; je to jemná dodatečná vlastnost routovacího schématu.
4255	Anonymous PRAM Monte Carlo algorithms with restricted memory	Omezená sdílená paměť a anonymita procesorů vymezují zvláštní variantu; standardní paralelní algoritmické bariéry jsou zásadnější.
4518	The cost of anonymity in G(1-IC)	Přesná cena anonymity v jednom dynamickém síťovém formalismu má menší dosah než obecná distribuovaná identifikace a konsenzus.
5378	Constant-round compressed net trees in MPC	Zrychluje tvorbu podpůrné geometrické struktury v jedné MPC architektuře; hlavní MPC konektivita a geometrické algoritmy mají přednost.
5504	Subquadratic asynchronous mobile-agent dispersion	Doplňuje asynchronní variantu konkrétního rozmisťovacího algoritmu; není to obecná asynchronní výpočetní bariéra.
5605	Induced five-cycle detection in CONGEST	Jde o konkrétní délku a indukovanou variantu subgraph detection; obecné klasifikace a hlavní cyklové problémy mají přednost.
5671	Faster coloring of virtual graphs	Zpřesňuje závislost na congestion a dilation v podpůrném virtual-graph modelu; hlavní distribuované barvení má větší význam.
5727	Optimal convergence for dynamic population-size counting	Ladí čas konvergence jednoho dynamického odhadového protokolu; obecné populační výpočetní bariéry jsou zásadnější.
5803	Which predicates are time- and space-efficient?	Bez určení rozpočtů a modelových parametrů jde o zastřešující klasifikační program, nikoli jednu vymezenou otázku.
5856	Polylogarithmic-round MIS — historical broad record	Slabší historický cíl je zastoupen přesnými silnějšími otázkami TCS-6499 a TCS-6506; tento obecný výňatek proto nepočítám zvlášť.
